player_name,zone_1_attempted,zone_1_made,zone_2_attempted,zone_2_made,zone_3_attempted,zone_3_made,zone_4_attempted,zone_4_made,zone_5_attempted,zone_5_made,zone_6_attempted,zone_6_made,zone_7_attempted,zone_7_made,zone_8_attempted,zone_8_made,zone_9_attempted,zone_9_made,zone_10_attempted,zone_10_made,zone_11_attempted,zone_11_made,zone_12_attempted,zone_12_made,zone_13_attempted,zone_13_made,zone_14_attempted,zone_14_made,zone_15_attempted,zone_15_made
Bam Adebayo,0.6399176954732511,0.6881028938906752,0.20781893004115226,0.4158415841584158,0.01440329218106996,0.2857142857142857,0.01440329218106996,0.42857142857142855,0.02469135802469136,0.16666666666666666,0.034979423868312765,0.4117647058823529,0.0,0.0,0.012345679012345678,0.5,0.0205761316872428,0.4,0.006172839506172839,0.0,0.00205761316872428,0.0,0.012345679012345678,0.5,0.00205761316872428,0.0,0.00411522633744856,0.0,0.00411522633744856,0.0
Ben Simmons,0.6604166666666667,0.6703470031545742,0.228125,0.3926940639269406,0.019791666666666662,0.42105263157894735,0.015625,0.4666666666666667,0.017708333333333333,0.29411764705882354,0.03333333333333333,0.21875,0.010416666666666666,0.1,0.003125,0.0,0.005208333333333333,0.2,0.0,0.0,0.0,0.0,0.0010416666666666669,0.0,0.0020833333333333333,0.0,0.003125,0.0,0.0,0.0
Blake Griffin,0.3482475764354959,0.6723768736616702,0.16778523489932887,0.3644444444444445,0.006711409395973154,0.2222222222222222,0.009694258016405673,0.38461538461538464,0.040268456375838924,0.2222222222222222,0.013422818791946308,0.2777777777777778,0.008948545861297539,0.4166666666666667,0.007457121551081283,0.5,0.008948545861297539,0.08333333333333333,0.053691275167785234,0.4583333333333333,0.020879940343027592,0.32142857142857145,0.13049962714392244,0.38857142857142857,0.0954511558538404,0.265625,0.08575689783743475,0.3826086956521739,0.0022371364653243847,0.0
Bobby Portis,0.31528662420382164,0.5707070707070707,0.20222929936305734,0.4015748031496063,0.006369426751592357,0.25,0.007961783439490446,0.4,0.03662420382165605,0.2608695652173913,0.06369426751592358,0.45,0.01751592356687898,0.3636363636363637,0.025477707006369428,0.3125,0.020700636942675158,0.3076923076923077,0.020700636942675158,0.4615384615384616,0.014331210191082803,0.1111111111111111,0.08121019108280254,0.35294117647058826,0.07802547770700638,0.4489795918367347,0.10987261146496816,0.4057971014492754,0.0,0.0
Bogdan Bogdanovic,0.20973348783314025,0.5524861878453039,0.16222479721900349,0.4357142857142857,0.015063731170336037,0.2307692307692308,0.012746234067207415,0.2727272727272727,0.03476245654692932,0.3666666666666665,0.03707995365005794,0.375,0.01738122827346466,0.6666666666666666,0.027809965237543453,0.4166666666666667,0.05214368482039399,0.37777777777777777,0.02317497103128621,0.4,0.026651216685979143,0.3478260869565217,0.15063731170336034,0.3615384615384615,0.1320973348783314,0.3684210526315789,0.09501738122827348,0.35365853658536583,0.003476245654692932,0.0
Bojan Bogdanovic,0.3358705994291151,0.6402266288951841,0.13415794481446242,0.4113475177304965,0.005708848715509039,0.5,0.004757373929590866,0.6,0.03710751665080875,0.3076923076923077,0.05423406279733587,0.456140350877193,0.015223596574690771,0.375,0.016175071360608945,0.6470588235294118,0.029495718363463368,0.41935483870967744,0.06565176022835395,0.5507246376811594,0.046622264509990484,0.4489795918367347,0.1132254995242626,0.3193277310924369,0.08658420551855375,0.4395604395604396,0.055185537583254035,0.4482758620689655,0.0,0.0
Bradley Beal,0.3113735239279055,0.6726546906187625,0.09322560596643878,0.4266666666666667,0.007458048477315102,0.4166666666666667,0.002486016159105034,0.5,0.04599129894344313,0.527027027027027,0.032939714108141706,0.37735849056603776,0.03418272218769422,0.3636363636363637,0.048477315102548164,0.4358974358974359,0.05282784338098197,0.4,0.031696706028589185,0.4313725490196079,0.024238657551274082,0.41025641025641024,0.13983840894965818,0.3111111111111111,0.09260410192666252,0.3288590604026846,0.08203853325046613,0.3939393939393939,0.0006215040397762585,0.0
Brandon Ingram,0.401920438957476,0.6313993174061433,0.18244170096021947,0.5037593984962406,0.0205761316872428,0.4,0.013717421124828532,0.3,0.03840877914951989,0.25,0.06858710562414266,0.38,0.03566529492455418,0.4230769230769231,0.05349794238683128,0.5128205128205128,0.05761316872427984,0.30952380952380953,0.019204389574759947,0.35714285714285715,0.03566529492455418,0.3461538461538461,0.03155006858710562,0.21739130434782608,0.03017832647462277,0.4090909090909091,0.010973936899862823,0.375,0.0,0.0
Brook Lopez,0.18320610687022887,0.75,0.10941475826972012,0.4651162790697674,0.0076335877862595426,0.5,0.006361323155216286,0.4,0.011450381679389313,0.4444444444444444,0.01653944020356234,0.6923076923076923,0.0,0.0,0.006361323155216286,0.2,0.0076335877862595426,0.16666666666666666,0.03307888040712468,0.5,0.0623409669211196,0.3673469387755102,0.17684478371501272,0.34532374100719426,0.1921119592875318,0.3973509933774834,0.1870229007633588,0.32653061224489793,0.0,0.0
Bruce Brown,0.4872611464968153,0.5359477124183006,0.17834394904458598,0.26785714285714285,0.009554140127388536,0.3333333333333333,0.006369426751592357,0.5,0.009554140127388536,0.6666666666666666,0.009554140127388536,0.0,0.0,0.0,0.0031847133757961785,0.0,0.0,0.0,0.0732484076433121,0.3043478260869565,0.06687898089171974,0.42857142857142855,0.04777070063694268,0.4,0.06369426751592358,0.05,0.03184713375796178,0.1,0.012738853503184714,0.0
Bryn Forbes,0.11883691529709227,0.5744680851063829,0.11883691529709227,0.4361702127659575,0.006321112515802781,0.6,0.008849557522123894,0.42857142857142855,0.03034134007585335,0.5416666666666666,0.03666245259165613,0.27586206896551724,0.03286978508217446,0.8076923076923077,0.04298356510745891,0.4411764705882353,0.08217446270543616,0.4153846153846154,0.03666245259165613,0.5862068965517241,0.025284450063211124,0.55,0.17572692793931732,0.3884892086330936,0.17951959544879895,0.4154929577464789,0.1011378002528445,0.4375,0.0037926675094816687,0.0
Buddy Hield,0.2147058823529412,0.6164383561643836,0.08161764705882353,0.3153153153153153,0.002941176470588236,0.25,0.011764705882352941,0.3125,0.04485294117647059,0.4262295081967213,0.035294117647058816,0.3333333333333333,0.03970588235294117,0.3888888888888889,0.033823529411764704,0.5217391304347826,0.057352941176470586,0.4871794871794872,0.05588235294117647,0.5263157894736842,0.04264705882352941,0.5,0.1661764705882353,0.3982300884955752,0.1375,0.37433155080213903,0.07426470588235294,0.4752475247524752,0.0014705882352941176,0.0
CJ McCollum,0.21238938053097345,0.5492424242424242,0.14883346741753822,0.4648648648648649,0.011263073209975863,0.6428571428571429,0.012872083668543843,0.25,0.050683829444891394,0.4444444444444444,0.04746580852775543,0.5423728813559322,0.04827031375703942,0.5,0.039420756234915526,0.4897959183673469,0.07079646017699115,0.5227272727272727,0.017699115044247787,0.5454545454545454,0.016090104585679808,0.45,0.12308930008045052,0.4052287581699345,0.10780370072405472,0.3283582089552239,0.0925181013676589,0.3478260869565217,0.0008045052292839902,0.0
CJ Miles,0.14790996784565916,0.4565217391304348,0.07395498392282958,0.43478260869565216,0.0,0.0,0.01607717041800643,0.0,0.01607717041800643,0.4,0.022508038585209004,0.2857142857142857,0.01929260450160772,0.6666666666666666,0.00964630225080386,0.3333333333333333,0.04180064308681672,0.38461538461538464,0.06752411575562701,0.42857142857142855,0.09003215434083603,0.3928571428571429,0.15755627009646306,0.2653061224489796,0.19935691318327967,0.2903225806451613,0.13504823151125406,0.3809523809523809,0.003215434083601286,0.0
Caris LeVert,0.3726708074534161,0.5888888888888889,0.2298136645962733,0.3963963963963964,0.014492753623188406,0.5714285714285714,0.014492753623188406,0.14285714285714285,0.010351966873706004,0.0,0.006211180124223602,0.0,0.002070393374741201,0.0,0.010351966873706004,0.4,0.020703933747412008,0.2,0.018633540372670808,0.4444444444444444,0.014492753623188406,0.2857142857142857,0.13664596273291926,0.3181818181818182,0.07039337474120083,0.2352941176470588,0.07867494824016563,0.34210526315789475,0.0,0.0
Cedi Osman,0.3127962085308057,0.5833333333333334,0.10426540284360188,0.3636363636363637,0.0035545023696682467,0.0,0.01066350710900474,0.4444444444444444,0.03909952606635071,0.4545454545454545,0.022511848341232227,0.21052631578947367,0.015402843601895734,0.5384615384615384,0.02843601895734597,0.375,0.02014218009478673,0.29411764705882354,0.0509478672985782,0.32558139534883723,0.05568720379146919,0.3404255319148936,0.12085308056872038,0.3725490196078432,0.12322274881516587,0.3173076923076923,0.09004739336492891,0.3815789473684211,0.0023696682464454982,0.0
Chris Paul,0.1,0.5555555555555556,0.18472222222222226,0.4511278195488722,0.0027777777777777783,0.5,0.02361111111111111,0.4705882352941176,0.0375,0.4074074074074074,0.07777777777777778,0.4642857142857143,0.006944444444444444,0.4,0.019444444444444445,0.5714285714285714,0.056944444444444436,0.5121951219512195,0.030555555555555555,0.4090909090909091,0.05138888888888889,0.2972972972972973,0.15,0.3703703703703704,0.12222222222222222,0.3409090909090909,0.13194444444444445,0.3578947368421053,0.004166666666666668,0.3333333333333333
